"region","Branch_ID","center_id","center_name","loan_id","customer_id","Partner_BankID","Collected_By","Collection_Date","Collection_Status","Seq_Num","Collected_Amount","Waive_Off_Amount","principal_amt","interest_amt","paid_by","Collection_Type","Pay_Mode","source","Receipt_Number","Write_Off","Attendance","PreClosure_Reason","PreClosure_Fund_Source","modified_by","modified_on"
"1-Ayodhya","111-Gorakhpur","3169","vishunpur-bujurg _3169","516142","44972","Union Bank of India-7186","","2024-08-16","Completed","43","35142","0","35142","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","116-Phulparas","3791","narahia_3791","510127","39758","Indusind Bank-5803","","2024-12-18","Completed","47","27925","0","27925","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","112-Sakri","6964","bhaur_6964","538321","63171","Bank of Baroda-12661","","2024-08-22","Completed","33","47527","0","47527","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","173-Dholpur","13328","doobra-dholpur _13328","608140","121109","Central Bank of India-34022","SF01487-Lav kush","2025-01-08","Completed","21","29214","0","29214","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00893-Nagar Mal Yadav","2025-01-08 10:28:50.325"
"37-Amargol Hubli","144-Hubbali","12466","ayodya-nagar_12466","608717","119064","Bank of Baroda-33278","","2024-11-30","Completed","15","43034","0","43034","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","143-Shamanur","9144","karuru_9144","562634","83211","State Bank of India-19967","SF00276-H B Pruthviraj","2024-09-19","Completed","15","41615","0","41525","90","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00220-Shivakumar Poojar","2024-09-19 07:08:20.974"
"2-Mathura","185-Kasganj","11331","nagla-dak_11331","585724","102880","State Bank of India-26985","SF00035-Lakhan Singh ","2025-01-24","Completed","28","29645","0","29559","86","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00035-Lakhan Singh ","2025-01-24 09:12:05.213"
"2-Mathura","117-Tundla","18579","ravidas-nagar_18579","654829","157217","Canara Bank-47948","SF00727-Sateesh Kumar","2025-01-04","Completed","7","29797","0","29754","43","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2025-01-04 13:40:09.429"
"2-Mathura","159-Fatehabad","9354","saket-nagar_9354","570721","78678","HDFC Bank-20921","SF01389-Karan Singh","2024-11-19","Completed","21","33339","0","33194","145","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00520-Ashish Singh","2024-11-19 11:01:32.689"
"2-Mathura","117-Tundla","3854","sikrari_3854","581063","98962","State Bank of India-25485","SF00112-Lav Kumar","2024-07-22","Completed","2","48535","0","48359","176","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-07-22 11:34:34.275"
"4-Darbhanga","119-Runnisaidpur","9007","bedaul-ward no 11_9007","561674","82355","Punjab National Bank-19850","SF00643-Manish Kumar","2025-01-27","Completed","34","16164","0","16116","48","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00299-Kamal Kishore Thakur","2025-01-27 10:11:49.353"
"3-Kalaburgi","108-Kalaburgi","3302","abubakar-colony _3302","502454","32490","Bank of Baroda-4015","SF00236-Mastan","2024-12-09","Completed","47","6617","0","6414","203","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00236-Mastan","2024-12-09 12:30:20.783"
"3-Kalaburgi","115-Bijapur","4538","rani-bagicha_4538","517204","45991","Bank of Baroda-7426","SF00351-Umesh jadar","2024-09-13","Completed","29","33327","0","33230","97","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-09-13 07:04:10.934"
"135-Varanasi","192-Maudaha","15241","masgaon_15241","617902","129035","Gramin Bank of Aryavart-37788","SF01085-Nagendra Kumar","2024-11-05","Completed","9","26738","0","26719","19","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01052-Amitendra Verma","2024-11-05 08:36:49.428"
"1-Ayodhya","111-Gorakhpur","9722","mathiya-kusumhi_9722","569078","88707","State Bank of India-21960","SF01303-Mritunjay Kumar","2025-01-03","Completed","27","28451","0","28369","82","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01381-Pradeep Kumar Ram","2025-01-03 10:47:16.323"
"3-Kalaburgi","165-Hungund","8429","indian-lpg_8429","559946","77336","Karnataka Vikas Grameena Bank-18033","SF00721-Ramesh Nagaralli","2025-01-15","Completed","34","12548","0","12530","18","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00721-Ramesh Nagaralli","2025-01-15 06:47:51.485"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","526791","54012","State Bank of India-9858","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","18","34708","0","34683","25","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:03:59.095"
"4-Darbhanga","153-Sitamarhi","9180","islampur_9180","621334","131790","Indian Bank-39158","SF00453-Pankaj kumar ","2024-12-20","Completed","14","25030","0","25012","18","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00696-Sanjeet Kumar","2024-12-20 12:43:30.707"
"4-Darbhanga","110-Darbhanga","6854","kherajpur_6854","536678","61865","Bank of Baroda-12201","","2024-12-23","Completed","38","31683","0","31683","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","121-Haveri","5106","ijarilakmapur_5106","525355","52889","Indian Overseas Bank-9245","SF00385-Neelanayakka Lambani","2024-07-09","Completed","16","41046","0","40927","119","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00206-Somappa Lakshmappa Talawar","2024-07-09 07:04:16.108"
"2-Mathura","118-Aligarh","5775","harduaganj-dehat_5775","525985","53410","Punjab National Bank-9424","","2024-11-25","Completed","36","47418","0","47418","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"1-Ayodhya","111-Gorakhpur","5777","jagatbela_5777","526021","53438","State Bank of India-9836","SF00867-Shivanand Yadav","2024-07-09","Completed","16","11679","0","11645","34","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00021-Pramod Kumar ","2024-07-09 08:41:00.096"
"3-Kalaburgi","140-Chitguppa","11903","allura_11903","591628","107879","State Bank of India-28964","SF00482-Abhijeet Melkeri","2025-01-06","Completed","24","29774","0","29645","129","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00514-Ashok","2025-01-06 07:36:59.532"
"2-Mathura","118-Aligarh","7534","barhati_7534","551091","73391","Bank of Baroda-16686","SF00046-Kuldeep","2025-01-14","Completed","36","26015","0","25865","150","not paid","PreClosure","None","app","0","0","Present","NA","NA","SF01305-SACHIN CHAUDHARY","2025-01-14 06:51:50.645"
"37-Amargol Hubli","143-Shamanur","5755","jarikatte_5755","526805","54026","Karnataka Bank-9879","SF00814-CHANDRASHEKAR R","2024-09-02","Completed","24","11758","0","11758","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01322-Channabasappa Betageri","2024-09-02 05:23:15.485"
"4-Darbhanga","153-Sitamarhi","12109","bariyarpur-_12109","611405","123588","State Bank of India-35023","SF00453-Pankaj kumar ","2024-12-17","Completed","17","35174","0","35174","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00299-Kamal Kishore Thakur","2024-12-17 05:58:23.623"
"2-Mathura","118-Aligarh","5775","harduaganj-dehat_5775","525930","53367","State Bank of India-9419","SF00121-Rahul","2024-05-06","Completed","7","45923","0","45823","100","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SFIN001-SREFINCREDIT-USER","2024-05-06 10:13:11.318"
"2-Mathura","117-Tundla","3376","nagla-deviram_3376","503328","33382","Canara Bank-4217","SF01414-Ram Naresh","2024-10-14","Completed","40","26525","0","26448","77","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-10-14 04:10:05.213"
"37-Amargol Hubli","158-Kittur","18058","gundolli_18058","647344","151699","Karnataka Vikas Grameena Bank-45780","SF00500-Vinod S Dastikoppa","2025-01-16","Completed","11","43773","0","43583","190","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00500-Vinod S Dastikoppa","2025-01-16 09:23:49.903"
"3-Kalaburgi","115-Bijapur","16924","khaja-nagar _16924","633476","141213","Karnataka Vikas Grameena Bank-41870","SF01069-Bheerappa Sangogi","2025-01-28","Completed","16","41046","0","40927","119","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00351-Umesh jadar","2025-01-28 10:36:14.414"
"2-Mathura","118-Aligarh","3505","jalali_3505","511492","39192","India Post Payments Bank-5636","","2024-09-16","Completed","32","22169","0","22041","128","","PreClosure","","app","0","0","Absent","NA","NA","SF00127-Dharmendra Rana","2024-09-16 06:06:49.004"
"37-Amargol Hubli","143-Shamanur","12911","kandanakovi_12911","602658","116803","Karnataka Gramin Bank-32342","SF00814-CHANDRASHEKAR R","2025-01-16","Completed","24","22101","0","22085","16","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00203-Sachin N Gadad","2025-01-16 07:08:11.478"
"4-Darbhanga","110-Darbhanga","9381","jur_9381","565552","85723","Uttar Bihar Gramin Bank-20862","SF01124-Krishan Dev Kumar","2024-12-19","Completed","28","33951","0","33951","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00686-Manish Kumar","2024-12-19 10:28:07.889"
"2-Mathura","190-Bari","17441","gujarra-kalan khurd_17441","641308","147209","State Bank of India-44037","SF01276-Baboolal","2025-02-03","Completed","15","41564","0","41564","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00495-MEVA RAM","2025-02-03 09:17:48.077"
"1-Ayodhya","125-Captainganj","5389","nebuiya-karaut_5389","528525","55400","State Bank of India-10069","SF00303-Harindar Kumar","2024-07-01","Completed","14","42242","0","42120","122","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00471-Shubham Kumar Chaubey","2024-07-01 11:42:11.287"
"37-Amargol Hubli","130-Belagavi","10714","shahabandar_10714","578779","97050","Karnataka Vikas Grameena Bank-24821","","2025-01-21","Completed","29","43071","0","43071","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","173-Dholpur","13378","itay-pada _13378","608405","121331","Bank of Baroda-34098","SF01526-Munesh Kumar","2025-02-11","Completed","26","35117","0","35015","102","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00893-Nagar Mal Yadav","2025-02-11 10:40:43.750"
"4-Darbhanga","178-Simrahi","10977","gospur_10977","581872","99654","State Bank of India-25743","","2024-12-24","Completed","25","42081","0","42081","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","117-Tundla","4288","bihari-pur_4288","607371","41194","State Bank of India-6246","SF01516-Ravindra Kumar","2024-12-02","Completed","16","32980","0","32980","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-12-02 11:01:00.043"
"2-Mathura","118-Aligarh","7577","sindholi_7577","549510","72049","State Bank of India-16224","SF00046-Kuldeep","2025-01-24","Completed","38","5930","0","5896","34","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01305-SACHIN CHAUDHARY","2025-01-24 03:07:21.870"
"3-Kalaburgi","108-Kalaburgi","5278","soniya-gandhi  conony_5278","521056","49283","State Bank of India-8207","SF00776-Sunil Chavan","2025-02-03","Completed","47","7780","0","7746","34","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00236-Mastan","2025-02-03 10:31:48.876"
"3-Kalaburgi","120-Kamalapur","4883","chengta_4883","532048","58317","State Bank of India-11021","SF01010-Sunil","2025-02-18","Completed","47","22173","0","22157","16","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00196-Sathish","2025-02-18 06:43:58.492"
"3-Kalaburgi","115-Bijapur","8519","afzalpur-takke_8519","557336","78638","Union Bank of India-18579","SF01606-shivanand Balasaheb mededar","2025-02-03","Completed","37","28417","0","28417","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00351-Umesh jadar","2025-02-03 09:33:05.955"
"3-Kalaburgi","115-Bijapur","4068","jm-road_4068","509422","39110","Kotak Mahindra Bank-7213","SF00986-Shabbir Tidagundi","2024-09-28","Completed","31","32285","0","32192","93","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00452-Sharanappa Rugi ","2024-09-28 07:50:58.817"
"3-Kalaburgi","109-Basavakalyan","12222","shapur-galli_12222","595209","110730","State Bank of India-30370","SF00895-Pradeepkumar","2024-08-05","Completed","2","47773","0","47773","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00787-Kumar","2024-08-05 13:50:46.279"
"3-Kalaburgi","120-Kamalapur","3872","okali_3872","508997","37036","Karnataka Gramin Bank-5513","SF01159-Goram","2024-10-14","Completed","36","11370","0","11370","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00409-Babu Shivashankar","2024-10-14 06:27:42.849"
"4-Darbhanga","150-Sheohar","7926","basahia-shekh_7926","549556","72089","State Bank of India-16464","SF00822-Nitesh Kumar","2025-01-23","Completed","37","28504","0","28463","41","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00578-Rajeev Kumar","2025-01-23 09:43:24.965"
"4-Darbhanga","151-Kanti","8626","gopalpur_8626","557328","78624","State Bank of India-18510","SF00702-Munna Kumar","2024-11-30","Completed","27","21154","0","21108","46","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01415-Vikas Yadav","2024-11-30 04:28:53.191"
"2-Mathura","145-Kiraoli","9570","shastripuram-_9570","569091","88721","Indian Overseas Bank-21964","SF01021-Aman Tomar","2025-02-17","Completed","35","29766","0","29658","108","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01651-Vijay Kumar","2025-02-17 13:48:12.482"
"4-Darbhanga","155-Samastipur","10640","bejha-dih _10640","595921","111343","Bank of India-30209","","2024-12-26","Completed","22","43147","0","43147","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"3-Kalaburgi","108-Kalaburgi","6153","taj-nagar_6153","530500","56995","Federal Bank-10576","","2024-12-30","Completed","41","37930","0","37930","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","150-Sheohar","8946","hanumannagar_8946","560544","80715","Bank of Baroda-19164","SF00417-Suraj Kumar ","2025-01-15","Completed","33","31811","0","31627","184","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00578-Rajeev Kumar","2025-01-15 05:18:45.439"
"4-Darbhanga","110-Darbhanga","3456","barahi-_3456","512357","41687","State Bank of India-6375","SF01236-Baby Khatun","2025-01-16","Completed","47","22745","0","22630","115","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00686-Manish Kumar","2025-01-16 09:50:05.256"
"135-Varanasi","107-Shivpur","4051","sirsa-_4051","591961","48623","Bank of Baroda-8025","SF00124-Sanjay kumar mishra","2024-12-07","Completed","20","31660","0","31637","23","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01088-Shivam Kumar Pandey","2024-12-07 02:37:45.027"
"1-Ayodhya","111-Gorakhpur","6798","jhungiya-rawatpar_6798","536064","61421","Punjab National Bank-12121","","2024-08-13","Completed","37","46925","0","46925","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"3-Kalaburgi","140-Chitguppa","7948","subhash-chouk chitguppa _7948","549694","72212","Canara Bank-16371","SF00512-Akhil","2024-10-15","Completed","24","31507","0","31507","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00514-Ashok","2024-10-15 06:25:51.968"
"4-Darbhanga","116-Phulparas","6835","suriyahi_6835","545319","61364","State Bank of India-15066","SF00825-Ramsagar Kumar","2024-10-22","Completed","26","35177","0","35177","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01242-Atul Kumar","2024-10-22 08:14:25.129"
"2-Mathura","177-Shamli","13263","karauda-hathi_13263","607058","120273","Punjab National Bank-33783","SF01047-SUMIT KUMAR","2024-10-08","Completed","8","33609","0","33585","24","Group","PreClosure","Cash","app","0","0","Present","NA","NA","SF00992-Vinit Kumar","2024-10-08 08:17:19.189"
"2-Mathura","117-Tundla","4627","burj-gangi_4627","519309","47779","Canara Bank-7846","SF00197-Navneet Singh","2024-05-21","Completed","10","38552","0","38413","139","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00727-Sateesh Kumar","2024-05-21 06:59:16.198"
"4-Darbhanga","131-Benipur","5115","beloun-baghi tol_5115","522920","47975","Fino Payments Bank-8104","SF00364-Ankit Kumar Singh","2024-06-27","Completed","16","40832","0","40773","59","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00785-Ashok Bharti","2024-06-27 09:47:48.693"
"3-Kalaburgi","115-Bijapur","6558","babaleshwar-naka_6558","533594","56525","Union Bank of India-10412","SF01130-Mohammadazaruddin H Halli","2025-01-24","Completed","43","5138","0","5134","4","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00351-Umesh jadar","2025-01-24 10:11:09.764"
"3-Kalaburgi","109-Basavakalyan","4724","ashraya-colony _4724","544471","65116","Bank of Baroda-13389","SF00209-Ajay kumar","2024-09-13","Completed","20","22173","0","22141","32","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00787-Kumar","2024-09-13 10:13:49.174"
"37-Amargol Hubli","144-Hubbali","11287","ishwar-nagar_11287","592722","108751","Union Bank of India-29327","SF00887-Dadesab Naragund","2024-11-12","Completed","16","40996","0","40966","30","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00137-Praveen Hanumantappa Walikar","2024-11-12 09:05:13.819"
"3-Kalaburgi","115-Bijapur","4727","suhag-colony_4727","539327","63958","Bank of Baroda-12919","SF00184-Prajwal Sidningappa Kambale","2024-09-10","Completed","22","13146","0","13146","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-09-10 06:12:03.062"
"1-Ayodhya","113-Chauri Chaura","4208","gahira-chaubey tola_4208","511423","37597","Baroda Uttar Pradesh Gramin Bank-6122","SF00101-Krishn Kant Ray","2024-07-20","Completed","22","30718","0","30696","22","Group","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-20 06:02:34.781"
"4-Darbhanga","149-Rosera","7977","mirjapur-_7977","550084","72545","State Bank of India-17595","","2024-12-24","Completed","32","47872","0","47872","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","112-Sakri","3624","bhavara-bhauwara_3624","504915","34944","Union Bank of India-4731","","2024-08-13","Completed","44","45397","0","45397","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","116-Phulparas","3928","brahampura_3928","565295","85496","Indian Bank-20774","","2024-11-25","Completed","24","46961","0","46961","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","143-Shamanur","6709","adapura_6709","535782","60657","Karnataka Bank-11842","SF00814-CHANDRASHEKAR R","2024-07-16","Completed","15","25338","0","25320","18","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00348-Venkatesh Shirigeri","2024-07-16 09:44:42.360"
"37-Amargol Hubli","144-Hubbali","11745","rayanal_11745","590286","106740","Karnataka Vikas Grameena Bank-28578","","2025-01-21","Completed","27","33521","0","33521","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","158-Kittur","10554","kittur_10554","580302","87958","Canara Bank-25270","","2024-12-02","Completed","21","45397","0","45397","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","145-Kiraoli","11771","jagdishpura_11771","594283","106758","State Bank of India-28464","","2025-01-08","Completed","24","43110","0","43110","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","143-Shamanur","8631","shingrihalli_8631","561987","82650","State Bank of India-19797","","2024-11-21","Completed","31","45173","0","45173","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","116-Phulparas","3928","brahampura_3928","507813","37688","State Bank of India-5332","SF01580-Amit Kumar","2025-01-31","Completed","52","18907","0","18880","27","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01242-Atul Kumar","2025-01-31 07:12:49.663"
"4-Darbhanga","151-Kanti","7015","kharika-urf bhalaipur_7015","538966","63684","State Bank of India-13037","SF00706-Satveer Kumar","2024-06-24","Completed","11","30633","0","30544","89","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00579-Pawan Kumar Das","2024-06-24 02:15:38.910"
"4-Darbhanga","116-Phulparas","4274","kalapatti-_4274","514761","43814","State Bank of India-6893","SF01242-Atul Kumar","2025-01-10","Completed","47","22032","0","22016","16","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01242-Atul Kumar","2025-01-10 07:30:51.324"
"2-Mathura","145-Kiraoli","5784","abhaudopura_5784","526109","48468","Gramin Bank of Aryavart-8366","SF00605-V.P. Singh","2025-01-08","Completed","43","24575","0","24575","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01418-Vikram Singh Choudhary","2025-01-08 08:31:21.081"
"1-Ayodhya","125-Captainganj","5011","deotaha-_5011","518613","47176","State Bank of India-7735","SF00726-Shubham Kumar Sahani","2025-01-15","Completed","46","16223","0","16141","82","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00856-Gulab Kushwaha","2025-01-15 11:30:09.406"
"2-Mathura","186-Budaun","11597","gautampuri-ujhani grameen _11597","603647","117591","Punjab National Bank-32682","SF01371-Shiv Kumar","2024-12-10","Completed","18","11322","0","11322","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01082-Madhusoodan","2024-12-10 08:54:22.777"
"37-Amargol Hubli","121-Haveri","3643","agadi_3643","505028","35053","Karnataka Vikas Grameena Bank-4928","SF00476-Punith Doddamani","2025-01-17","Completed","51","17701","0","17611","90","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF01190-Gangadhar Malakashetti","2025-01-17 09:56:41.039"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","525715","53188","Central Bank of India-9860","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","18","39868","0","39839","29","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:07:24.831"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","504996","35027","Baroda Uttar Pradesh Gramin Bank-4621","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","24","29667","0","29645","22","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:13:23.071"
"4-Darbhanga","149-Rosera","9732","bad-bakhadda_9732","569163","88781","UCO Bank-21974","SF00096-Rahul Kumar","2025-02-04","Completed","33","31018","0","31018","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01319-Arun Kumar","2025-02-04 13:29:20.250"
"37-Amargol Hubli","143-Shamanur","5598","hale-kundawada _5598","542083","66073","Indian Bank-13807","SF00203-Sachin N Gadad","2025-01-28","Completed","41","25914","0","25895","19","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00203-Sachin N Gadad","2025-01-28 07:48:42.884"
"37-Amargol Hubli","121-Haveri","4731","budagatti_4731","516874","44828","Karnataka Vikas Grameena Bank-7317","","2024-08-14","Completed","30","43223","0","43223","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"3-Kalaburgi","165-Hungund","8429","indian-lpg_8429","559908","76861","Axis Bank-18184","SF01059-Pramoda Irodagi","2024-11-12","Completed","25","32949","0","32925","24","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00721-Ramesh Nagaralli","2024-11-12 06:58:50.563"
"2-Mathura","159-Fatehabad","10578","vipraoli_10578","577471","95940","State Bank of India-24436","SF01569-Momraj","2025-02-05","Completed","31","32165","0","32025","140","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00725-Krishna Pratap Singh Rajput","2025-02-05 12:19:31.318"
"2-Mathura","118-Aligarh","3562","nidhaula_3562","504449","34491","Canara Bank-4578","SF00121-Rahul","2024-05-08","Completed","16","36165","0","35982","183","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SFIN001-SREFINCREDIT-USER","2024-05-08 10:54:47.561"
"2-Mathura","118-Aligarh","4914","beriya-nagla_4914","517640","46360","Canara Bank-7496","SF00740-Mukesh Kumar","2024-11-29","Completed","39","27337","0","27297","40","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01305-SACHIN CHAUDHARY","2024-11-29 07:03:27.919"
"2-Mathura","181-Bareilly","11278","sawarkheda_11278","597449","112652","Bank of Baroda-30689","SF01460-Mahipal Singh","2025-01-07","Completed","23","37041","0","37014","27","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00505-Lokesh Kumar","2025-01-07 08:17:33.820"
"2-Mathura","118-Aligarh","7094","jawan-sikandpur_7094","544178","67734","State Bank of India-14492","SF00121-Rahul","2024-05-31","Completed","5","40937","0","40848","89","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00172-Manak Chand Choudhary","2024-05-31 08:09:07.362"
"2-Mathura","118-Aligarh","4914","beriya-nagla_4914","518118","46755","Bank of Baroda-7605","SF00255-Aman Kumar","2024-05-13","Completed","10","44439","0","44278","161","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SFIN001-SREFINCREDIT-USER","2024-05-13 11:05:17.269"
"2-Mathura","117-Tundla","5541","barhan_5541","523475","51409","Gramin Bank of Aryavart-8839","","2024-04-10","Completed","25","47308","0","47308","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","SFIN001-SREFINCREDIT-USER",""
"2-Mathura","145-Kiraoli","11719","ol_11719","589814","106341","State Bank of India-28809","SF00705-Vishnu Singh","2024-10-01","Completed","10","44368","0","44240","128","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01418-Vikram Singh Choudhary","2024-10-01 08:45:41.251"
"2-Mathura","159-Fatehabad","12365","jarari-agra _12365","598235","113260","Gramin Bank of Aryavart-31211","SF00725-Krishna Pratap Singh Rajput","2025-01-21","Completed","23","32142","0","32049","93","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00520-Ashish Singh","2025-01-21 10:39:13.225"
"3-Kalaburgi","114-Yadgir","7148","shanti-nagar _7148","540460","64327","State Bank of India-13277","SF00908-Shankargouda","2024-10-09","Completed","26","35094","0","35094","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00593-Anjaneya Laxmi","2024-10-09 09:13:56.382"
"135-Varanasi","196-Gursarai","18294","adjara-_18294","653414","156159","Punjab National Bank-47400","SF01528-Rahul Kumar","2025-01-14","Completed","8","27204","0","27086","118","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01413-PRAHALD Yadav","2025-01-14 08:18:36.190"
"3-Kalaburgi","115-Bijapur","7315","babaleshwar-naka_7315","542625","62458","Canara Bank-14066","SF01069-Bheerappa Sangogi","2024-10-30","Completed","28","34033","0","34033","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-10-30 08:28:47.268"
"37-Amargol Hubli","144-Hubbali","8108","s-m krishna nagar _8108","558936","73777","Indian Bank-17477","SF01315-Yaseen killedar","2024-12-05","Completed","28","33894","0","33869","25","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00137-Praveen Hanumantappa Walikar","2024-12-05 06:48:53.889"
