"region","Branch_ID","center_id","center_name","loan_id","customer_id","Partner_BankID","Collected_By","Collection_Date","Collection_Status","Seq_Num","Collected_Amount","Waive_Off_Amount","principal_amt","interest_amt","paid_by","Collection_Type","Pay_Mode","source","Receipt_Number","Write_Off","Attendance","PreClosure_Reason","PreClosure_Fund_Source","modified_by","modified_on"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","525610","53107","Punjab National Bank-9857","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","18","34708","0","34683","25","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:08:20.513"
"4-Darbhanga","110-Darbhanga","5211","sankar-pur  sobhan_5211","540926","65147","Indian Overseas Bank-13424","SF00283-Khushbu Khatoon","2024-09-06","Completed","21","38064","0","38009","55","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00686-Manish Kumar","2024-09-06 07:16:31.547"
"4-Darbhanga","148-Sahebganj","6079","ahiyapur_6079","529121","55880","Bank of Baroda-10858","SF00417-Suraj Kumar ","2024-07-29","Completed","18","39828","0","39684","144","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00454-Birendra kumar","2024-07-29 10:09:09.220"
"4-Darbhanga","119-Runnisaidpur","3676","dharharwa-urf parri dharharwa_3676","507054","36969","Bank of Baroda-5080","SF00578-Rajeev Kumar","2024-10-08","Completed","36","26126","0","25975","151","","PreClosure","","app","0","0","Absent","NA","NA","SF00578-Rajeev Kumar","2024-10-08 09:17:50.368"
"3-Kalaburgi","167-Jamkhandi","8863","banashankari-templ_8863","559748","80681","Canara Bank-19451","SF00548-Shashikant Tanaji Kamble","2024-11-21","Completed","25","27432","0","27372","60","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00310-Sangamesh Kalavvagol","2024-11-21 08:23:23.318"
"1-Ayodhya","113-Chauri Chaura","3150","muhammadpur_3150","501943","31974","State Bank of India-3886","SF00122-Sujeet Kumar Singh","2024-03-21","Completed","12","36635","0","36635","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SFIN001-SREFINCREDIT-USER","2024-03-21 12:09:12.814"
"2-Mathura","117-Tundla","9573","purshottam-nagar firozabad _9573","577641","96077","Indusind Bank-24493","SF00507-Pavan Kumar","2024-09-20","Completed","12","43147","0","43147","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-09-20 12:03:38.498"
"2-Mathura","145-Kiraoli","5847","davli_5847","569794","78367","Canara Bank-18808","SF00605-V.P. Singh","2025-01-17","Completed","31","27919","0","27919","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01418-Vikram Singh Choudhary","2025-01-17 10:57:41.621"
"3-Kalaburgi","108-Kalaburgi","5572","adarsh-nagar _5572","526747","53809","Karnataka Gramin Bank-9659","SF00514-Ashok","2024-08-13","Completed","21","33200","0","33056","144","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00514-Ashok","2024-08-13 09:58:36.311"
"3-Kalaburgi","140-Chitguppa","11903","allura_11903","591922","108113","Karnataka Gramin Bank-29049","SF00901-Sachin","2024-10-21","Completed","13","37110","0","36949","161","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01038-Siddappa","2024-10-21 06:30:26.800"
"3-Kalaburgi","120-Kamalapur","5573","mahagaon-_5573","545760","69045","Punjab National Bank-18155","SF00921-Vijay Kumar","2024-08-30","Completed","14","42151","0","42120","31","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00236-Mastan","2024-08-30 08:23:47.519"
"4-Darbhanga","150-Sheohar","5970","basahia-shekh_5970","528726","55547","Uttar Bihar Gramin Bank-10112","SF00711-Ajeet Kumar","2024-06-03","Completed","10","44445","0","44316","129","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00427-Bhartendu Kumar","2024-06-03 01:46:50.416"
"4-Darbhanga","131-Benipur","6337","ladho_6337","550903","73227","State Bank of India-16621","SF00377-Vivek Kumar","2025-02-11","Completed","39","11294","0","11253","41","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00059-Sachin Kumar Jha","2025-02-11 14:28:35.673"
"1-Ayodhya","111-Gorakhpur","7991","minwa_7991","553467","75392","State Bank of India-17634","SF00277-Pankaj Upadhyay","2025-01-06","Completed","33","8647","0","8597","50","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF01381-Pradeep Kumar Ram","2025-01-06 10:31:58.315"
"37-Amargol Hubli","121-Haveri","10175","subhas-circle makan galli_10175","573873","92825","Bank of Baroda-23562","SF00385-Neelanayakka Lambani","2024-09-26","Completed","14","41996","0","41966","30","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00206-Somappa Lakshmappa Talawar","2024-09-26 05:44:52.817"
"1-Ayodhya","125-Captainganj","6833","paikauli_6833","536389","61658","Punjab National Bank-12275","","2024-08-22","Completed","24","47381","0","47381","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"135-Varanasi","189-Talbehat","12444","kadeem-pura_12444","597199","112444","Central Bank of India-30609","SF00232-Aditya Pratap Singh","2024-12-06","Completed","19","32072","0","32072","0","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00232-Aditya Pratap Singh","2024-12-06 04:49:36.325"
"37-Amargol Hubli","142-Gokak","6418","sangam-nagar _6418","533125","59161","Canara Bank-11306","SF00349-Iranna SKori","2025-01-03","Completed","40","26727","0","26708","19","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01103-Ramesh Virupaxi Yaddur Virupaxi","2025-01-03 10:04:49.367"
"2-Mathura","173-Dholpur","13864","madeena-colony 3_13864","618356","129438","Punjab National Bank-37960","","2025-01-08","Completed","17","30196","0","30196","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","149-Rosera","5528","bhiraha_5528","555261","76905","Punjab National Bank-17921","","2024-11-27","Completed","28","45173","0","45173","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","118-Aligarh","7414","jawan-sikandpur_7414","590208","106672","State Bank of India-28438","","2025-01-13","Completed","25","21553","0","21553","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","185-Kasganj","10697","city-road kasganj_10697","578563","96879","State Bank of India-24750","","2025-01-13","Completed","28","43695","0","43695","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","117-Tundla","5796","kashiram-awas vikas coiony_5796","585222","102448","HDFC Bank-26851","","2024-12-02","Completed","24","44746","0","44746","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","143-Shamanur","5990","rudranakatte_5990","614525","126130","Karnataka Gramin Bank-36496","SF00682-RANGAPPA BHANDIVADDAR","2024-11-21","Completed","11","26618","0","26599","19","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00203-Sachin N Gadad","2024-11-21 10:11:20.841"
"4-Darbhanga","116-Phulparas","9390","sisauni_9390","565526","85696","Central Bank of India-20854","SF01289-SANNI Kumar","2024-10-29","Completed","20","38644","0","38504","140","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01242-Atul Kumar","2024-10-29 04:13:06.616"
"1-Ayodhya","133-Nichlaul","7720","baidauli_7720","558362","79508","Central Bank of India-18737","SF00054-Vishal Singh","2025-01-10","Completed","32","29811","0","28884","927","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00300-Vinay Kumar Tripathi","2025-01-10 08:54:43.834"
"37-Amargol Hubli","147-Ranebennur","12743","haranagiri_12743","600555","115148","Karnataka Vikas Grameena Bank-31623","SF00238-Santosh Honnappa Havalannanavar","2024-08-02","Completed","1","13308","0","13308","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00220-Shivakumar Poojar","2024-08-02 05:50:45.921"
"2-Mathura","159-Fatehabad","11766","karkoli-_11766","591172","107487","UCO Bank-28808","SF00113-Govind Singh","2025-01-17","Completed","26","35203","0","35177","26","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00520-Ashish Singh","2025-01-17 07:48:27.830"
"2-Mathura","117-Tundla","8903","rasulabad_8903","594207","109940","Central Bank of India-30278","SF01516-Ravindra Kumar","2024-12-23","Completed","21","33212","0","33092","120","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-12-23 07:57:49.315"
"2-Mathura","117-Tundla","3369","salempur_3369","503794","33836","Punjab National Bank-4321","SF01462-Praveen Kumar","2024-12-27","Completed","50","19973","0","19944","29","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-12-27 06:28:07.916"
"3-Kalaburgi","108-Kalaburgi","3253","brahmapur_3253","504631","33951","State Bank of India-4538","SF00368-Rajshekhar","2024-08-05","Completed","28","34033","0","34033","0","Center","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00514-Ashok","2024-08-05 08:56:06.751"
"3-Kalaburgi","108-Kalaburgi","4617","rehmat-nagar_4617","533310","59311","State Bank of India-11341","SF00514-Ashok","2024-07-01","Completed","13","42758","0","42634","124","Center","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00514-Ashok","2024-07-01 12:03:51.280"
"4-Darbhanga","116-Phulparas","5804","bangama_5804","560111","53684","Punjab National Bank-19282","SF01235-SAROJ DAS","2024-09-20","Completed","16","37855","0","37828","27","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01242-Atul Kumar","2024-09-20 10:26:10.106"
"4-Darbhanga","116-Phulparas","7669","sub-tol_7669","563190","83673","Indian Bank-20152","SF00730-Ranveer Kumar","2025-01-29","Completed","34","30428","0","30406","22","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01242-Atul Kumar","2025-01-29 11:15:58.452"
"2-Mathura","177-Shamli","11803","banat-patel nagar_11803","594983","110534","State Bank of India-32134","SF01047-SUMIT KUMAR","2025-02-18","Completed","28","23015","0","22998","17","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00992-Vinit Kumar","2025-02-18 09:11:55.726"
"3-Kalaburgi","120-Kamalapur","4418","hippargabag_4418","513492","42667","State Bank of India-6619","SF01010-Sunil","2024-12-12","Completed","43","8010","0","8004","6","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01038-Siddappa","2024-12-12 10:48:18.339"
"4-Darbhanga","155-Samastipur","7323","manwara-02_7323","542683","66561","Punjab National Bank-14129","SF01158-Dharam Kumar","2025-01-27","Completed","40","26626","0","26530","96","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00580-Vikki Kumar","2025-01-27 14:35:39.792"
"4-Darbhanga","110-Darbhanga","3046","sara-mohanpur_3046","500677","30690","Union Bank of India-3620","SF00698-Somu Kumar","2024-09-20","Completed","39","30468","0","30424","44","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00686-Manish Kumar","2024-09-20 08:29:50.482"
"102-Jharkhand","169-Rajdhanwar","10966","bhatuwatand-1_10966","583982","99781","State Bank of India-25853","SF00993-Lalo Verma","2025-01-17","Completed","27","34744","0","34668","76","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00637-Mohan Kumar Sharma","2025-01-17 10:49:32.801"
"37-Amargol Hubli","143-Shamanur","12216","imam-nagara_12216","595021","110566","Canara Bank-29957","SF00203-Sachin N Gadad","2024-11-25","Completed","17","18904","0","18822","82","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00203-Sachin N Gadad","2024-11-25 07:11:19.962"
"37-Amargol Hubli","144-Hubbali","5856","byadagere-oni_5856","526947","54137","Karnataka Vikas Grameena Bank-10015","","2024-08-20","Completed","35","48053","0","48053","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"3-Kalaburgi","167-Jamkhandi","9692","banhatti-rural_9692","579687","97827","Karnataka Bank-25111","SF00548-Shashikant Tanaji Kamble","2024-11-21","Completed","20","38751","0","38583","168","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00310-Sangamesh Kalavvagol","2024-11-21 07:43:55.255"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","512079","37486","Central Bank of India-6314","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","24","31530","0","31507","23","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:09:00.291"
"135-Varanasi","107-Shivpur","6951","nai-bazar paterawa_6951","538915","63649","Bank of Baroda-12837","SF00467-Vineet Pandey","2025-02-11","Completed","43","21557","0","21479","78","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01088-Shivam Kumar Pandey","2025-02-11 07:12:05.033"
"3-Kalaburgi","140-Chitguppa","11988","priyadarshini4_11988","592834","108843","State Bank of India-29368","","2024-11-28","Completed","18","28695","0","28695","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","147-Ranebennur","7756","maruti-nagar _7756","558768","77963","Indian Overseas Bank-18876","SF00549-Mallikarjun Gudihindala","2024-12-10","Completed","28","34017","0","33869","148","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00220-Shivakumar Poojar","2024-12-10 07:47:05.769"
"2-Mathura","145-Kiraoli","8187","arsena_8187","552452","74559","Punjab National Bank-17224","SF00712-Satyendra Singh","2024-06-18","Completed","5","40909","0","40879","30","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00520-Ashish Singh","2024-06-18 04:25:41.683"
"2-Mathura","145-Kiraoli","7915","thapi_7915","583437","100986","Central Bank of India-26275","SF00903-Sumit Kumar","2025-01-01","Completed","26","35015","0","35015","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01418-Vikram Singh Choudhary","2025-01-01 09:39:51.315"
"37-Amargol Hubli","158-Kittur","12986","madnalli-  _12986","603528","117494","Canara Bank-32815","SF00794-Mallayya Pujeri","2024-12-13","Completed","18","39887","0","39800","87","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00500-Vinod S Dastikoppa","2024-12-13 07:46:47.578"
"2-Mathura","185-Kasganj","16233","jarthal-gobra_16233","628038","134761","Central Bank of India-40014","SF01558-Riyaz Ahmad","2025-01-04","Completed","13","34330","0","34231","99","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00035-Lakhan Singh ","2025-01-04 09:37:58.621"
"4-Darbhanga","119-Runnisaidpur","12254","pachnaur-murahi_12254","622656","132809","State Bank of India-39360","SF00801-Deepak Kumar","2025-02-01","Completed","20","31115","0","31092","23","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00299-Kamal Kishore Thakur","2025-02-01 07:48:17.262"
"4-Darbhanga","116-Phulparas","3759","sananpatti_3759","651757","154955","State Bank of India-47257","SF01580-Amit Kumar","2025-02-06","Completed","12","34878","0","34827","51","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01242-Atul Kumar","2025-02-06 08:20:11.912"
"135-Varanasi","192-Maudaha","17585","gyori_17585","645105","150002","Gramin Bank of Aryavart-45031","SF01072-Jagdish Kumar","2025-01-17","Completed","12","25748","0","25673","75","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01593-Ikshwanku Kumar Mishra","2025-01-17 06:21:34.398"
"4-Darbhanga","155-Samastipur","7323","manwara-02_7323","542657","66535","Central Bank of India-14131","SF01158-Dharam Kumar","2025-01-27","Completed","40","22480","0","22399","81","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00580-Vikki Kumar","2025-01-27 14:37:06.191"
"1-Ayodhya","125-Captainganj","7167","pakariar-bishunpur _7167","545848","69113","State Bank of India-15063","","2024-10-24","Completed","24","19756","0","19642","114","","PreClosure","","app","0","0","Absent","NA","NA","SF00856-Gulab Kushwaha","2024-10-24 09:10:47.675"
"102-Jharkhand","176-Khunti","16727","murhi_16727","636411","143450","Union Bank of India-42707","SF01356-Ruksar Prvin","2024-12-17","Completed","10","44203","0","44203","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01011-Vicky kumar","2024-12-17 09:44:37.191"
"4-Darbhanga","131-Benipur","5101","pohadi-bela_5101","525683","53163","Punjab National Bank-9340","SF00377-Vivek Kumar","2024-10-23","Completed","32","27375","0","27355","20","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00059-Sachin Kumar Jha","2024-10-23 10:01:59.138"
"3-Kalaburgi","115-Bijapur","4948","j-m road bagayat galli_4948","541758","47227","Karnataka Bank-13722","SF00986-Shabbir Tidagundi","2024-08-16","Completed","17","35276","0","35174","102","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00452-Sharanappa Rugi ","2024-08-16 06:19:27.002"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","501460","31479","Baroda Uttar Pradesh Gramin Bank-4297","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","24","32754","0","32730","24","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:11:09.995"
"1-Ayodhya","133-Nichlaul","7483","sohat_7483","544640","68104","Central Bank of India-14724","","2024-08-13","Completed","34","37525","0","37525","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","158-Kittur","7223","mkhubli_7223","541827","65877","State Bank of India-13743","","2024-11-27","Completed","32","33687","0","33687","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","173-Dholpur","14549","dhoolkot-dholpur _14549","630168","126379","India Post Payments Bank-36492","SF00898-Raghvendra","2024-12-20","Completed","12","10026","0","10026","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00893-Nagar Mal Yadav","2024-12-20 11:00:07.371"
"135-Varanasi","107-Shivpur","3733","isipur_3733","510993","40534","Union Bank of India-6015","SF00467-Vineet Pandey","2025-01-16","Completed","49","19077","0","19063","14","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01088-Shivam Kumar Pandey","2025-01-16 06:09:45.879"
"4-Darbhanga","172-Raniganj","11138","belgacchi-_11138","584284","101320","Bank of Baroda-26503","","2024-12-26","Completed","24","37040","0","37040","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"3-Kalaburgi","167-Jamkhandi","13044","savalagi-_13044","604389","118165","Canara Bank-33231","SF01156-Bhirappa Khanappa Boragoud","2024-09-23","Completed","6","40537","0","40449","88","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00310-Sangamesh Kalavvagol","2024-09-23 07:51:25.607"
"2-Mathura","173-Dholpur","11319","mahmad-pur dholpur _11319","597033","112293","Baroda Rajasthan Kshetriya Gramin Bank-30561","SF00432-Sunny choudhary","2025-01-15","Completed","24","36458","0","36432","26","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00893-Nagar Mal Yadav","2025-01-15 10:57:59.804"
"2-Mathura","190-Bari","18811","kayasth-pada_18811","657905","159460","State Bank of India-49010","SF01488-Nitesh Chaudhary","2025-01-29","Completed","9","26789","0","26673","116","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00495-MEVA RAM","2025-01-29 10:09:58.081"
"37-Amargol Hubli","142-Gokak","12110","kaitnal-hosur_12110","605270","118859","State Bank of India-33177","SF01585-Neelakanth K Waghamare","2025-02-05","Completed","25","31254","0","31141","113","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01103-Ramesh Virupaxi Yaddur Virupaxi","2025-02-05 08:57:38.198"
"3-Kalaburgi","140-Chitguppa","5961","nimbura_5961","528380","55212","Bank of India-10049","SF00901-Sachin","2025-01-20","Completed","43","10250","0","10213","37","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00514-Ashok","2025-01-20 12:14:05.081"
"1-Ayodhya","133-Nichlaul","5842","bankatwa_5842","526783","54001","Punjab National Bank-9954","SF00557-Karan yadav","2024-10-09","Completed","29","27415","0","27395","20","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00151-Santosh Kumar","2024-10-09 09:36:41.930"
"37-Amargol Hubli","130-Belagavi","17245","k.k.koppa_17245","636756","134606","Karnataka Vikas Grameena Bank-39974","SF00474-Appayya Malleshi Hudali","2025-02-18","Completed","19","34677","0","33815","862","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00474-Appayya Malleshi Hudali","2025-02-18 12:53:05.240"
"2-Mathura","117-Tundla","6203","vijay-garhi_6203","531494","57844","Central Bank of India-11080","SF00987-Shikha","2025-01-06","Completed","41","25912","0","25856","56","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2025-01-06 11:15:31.412"
"102-Jharkhand","191-Jamua","13558","maghakalan_13558","617526","128703","Bank of India-37630","SF01153-VIKASH SAH","2024-10-25","Completed","7","45996","0","45896","100","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00897-Prem Sagar Rana","2024-10-25 04:18:27.976"
"3-Kalaburgi","115-Bijapur","12385","peti-boudi _12385","596839","112130","Indusind Bank-30503","SF00986-Shabbir Tidagundi","2025-01-31","Completed","27","30086","0","30042","44","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00351-Umesh jadar","2025-01-31 08:06:22.269"
"3-Kalaburgi","120-Kamalapur","4127","mahagaon-cross _4127","510587","40166","State Bank of India-5920","SF00921-Vijay Kumar","2025-02-10","Completed","53","17980","0","17928","52","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00196-Sathish","2025-02-10 10:58:38.346"
"3-Kalaburgi","115-Bijapur","6558","babaleshwar-naka_6558","533582","56590","Union Bank of India-10436","SF00351-Umesh jadar","2024-08-16","Completed","20","33727","0","33727","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00452-Sharanappa Rugi ","2024-08-16 07:49:43.254"
"2-Mathura","186-Budaun","13541","village-ghari ujhani grameen budaun_13541","609551","122191","State Bank of India-34466","SF01371-Shiv Kumar","2025-02-13","Completed","26","30507","0","30485","22","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01082-Madhusoodan","2025-02-13 09:14:44.491"
"3-Kalaburgi","115-Bijapur","4164","basav-nagar_4164","510381","39977","Union Bank of India-7338","SF00498-Sangamesh Sadashiva Sangamesh","2024-10-18","Completed","34","26366","0","26290","76","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00452-Sharanappa Rugi ","2024-10-18 09:31:59.433"
"1-Ayodhya","133-Nichlaul","7873","digahi-gadaura bazar_7873","549115","71716","State Bank of India-16097","SF00449-Sangam gupta","2024-05-30","Completed","4","41272","0","41212","60","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00691-Vikas Prasad","2024-05-30 07:32:00.603"
"4-Darbhanga","153-Sitamarhi","8190","jonka_8190","553694","74558","State Bank of India-17146","SF00854-Aman Kumar","2025-02-14","Completed","39","27337","0","27297","40","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00696-Sanjeet Kumar","2025-02-14 04:16:52.103"
"1-Ayodhya","113-Chauri Chaura","3112","chak-deia_3112","500827","30844","State Bank of India-3672","SF00101-Krishn Kant Ray","2024-05-27","Completed","22","37503","0","37421","82","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-05-27 08:28:58.564"
"2-Mathura","173-Dholpur","11319","mahmad-pur dholpur _11319","585646","102818","Punjab National Bank-26997","SF00432-Sunny choudhary","2025-01-15","Completed","27","23819","0","23802","17","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00893-Nagar Mal Yadav","2025-01-15 11:14:58.098"
"2-Mathura","173-Dholpur","11319","mahmad-pur dholpur _11319","585536","102712","State Bank of India-26990","SF00432-Sunny choudhary","2025-01-14","Completed","27","17092","0","17092","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00893-Nagar Mal Yadav","2025-01-14 13:38:22.600"
"4-Darbhanga","155-Samastipur","13005","kewasnizamat_13005","605234","118827","Bank of Baroda-33289","","2025-01-08","Completed","22","46816","0","46816","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","147-Ranebennur","5515","uma-shankar nagar _5515","524070","51939","Canara Bank-9053","SF00549-Mallikarjun Gudihindala","2024-07-30","Completed","19","39325","0","39154","171","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00220-Shivakumar Poojar","2024-07-30 12:58:49.500"
"2-Mathura","145-Kiraoli","9003","jarua-katra_9003","578041","81942","Canara Bank-20573","SF00319-Vikas Kumar","2024-09-19","Completed","12","37522","0","37495","27","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00520-Ashish Singh","2024-09-19 06:49:40.816"
"4-Darbhanga","178-Simrahi","11962","bishunpur-daulat_11962","598234","113261","Indusind Bank-30938","","2024-09-10","Completed","6","47272","0","46999","273","","PreClosure","","app","0","0","Absent","NA","NA","SF00199-Md Pravej","2024-09-10 07:42:17.623"
"4-Darbhanga","110-Darbhanga","4220","ashraf-pur  dani_4220","525888","40971","Punjab National Bank-9533","SF00283-Khushbu Khatoon","2024-05-15","Completed","8","9419","0","9378","41","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SFIN001-SREFINCREDIT-USER","2024-05-15 07:30:59.242"
"4-Darbhanga","116-Phulparas","3928","brahampura_3928","507798","37671","Indian Bank-5338","SF01580-Amit Kumar","2025-01-31","Completed","52","18907","0","18880","27","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01242-Atul Kumar","2025-01-31 07:07:28.538"
"2-Mathura","159-Fatehabad","12365","jarari-agra _12365","605116","118739","State Bank of India-33128","SF00725-Krishna Pratap Singh Rajput","2025-01-21","Completed","23","32142","0","32049","93","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00520-Ashish Singh","2025-01-21 10:38:52.548"
"37-Amargol Hubli","144-Hubbali","13054","heggdri-maruti nagar _13054","604348","118132","Canara Bank-33484","SF00174-Aslam Yerimani","2024-08-16","Completed","1","42642","0","42580","62","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","","2024-08-16 11:54:26.528"
"2-Mathura","186-Budaun","18475","nizampur-pastor 2_18475","653581","156269","Bank of Baroda-47452","SF01163-Prashant Kumar","2025-02-04","Completed","12","34761","0","34736","25","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01082-Madhusoodan","2025-02-04 09:00:22.469"
"135-Varanasi","107-Shivpur","5930","chiarigaon_5930","527723","54744","State Bank of India-9958","SF00123-Vijay Singh","2024-11-05","Completed","33","26047","0","25915","132","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00088-Himank Tiwari","2024-11-05 11:23:26.012"
"135-Varanasi","107-Shivpur","3173","sarswan_3173","537449","62481","Bank of Baroda-12339","SF00088-Himank Tiwari","2024-08-02","Completed","17","35878","0","35697","181","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00088-Himank Tiwari","2024-08-02 04:49:28.763"
"1-Ayodhya","125-Captainganj","5014","chaumukha_5014","527218","53332","Punjab National Bank-9445","","2024-10-24","Completed","32","32252","0","32066","186","","PreClosure","","app","0","0","Absent","NA","NA","SF01406-Istkhar Ahmad","2024-10-24 11:22:50.962"
"3-Kalaburgi","115-Bijapur","4109","j-m roda k h b colony bijapur_4109","509770","39432","Karnataka Vikas Grameena Bank-6031","SF00748-Mahesh Bharata Mang","2024-07-04","Completed","21","38142","0","38087","55","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-07-04 13:13:12.792"
"3-Kalaburgi","115-Bijapur","4068","jm-road_4068","530369","56885","Karnataka Bank-10558","SF01131-Nabirasul janesab mulla","2024-09-10","Completed","25","10168","0","10168","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00452-Sharanappa Rugi ","2024-09-10 06:07:29.023"
